Year,Month,Day,Hour,Minute,Second,HYY_META.T168
2016,6,1,1,30,0,15.548333
2016,6,1,2,0,0,15.251
2016,6,1,2,30,0,14.666667
2016,6,1,3,0,0,14.092667
2016,6,1,3,30,0,13.659667
2016,6,1,4,0,0,13.4713335
2016,6,1,4,30,0,13.413667
2016,6,1,5,0,0,13.692
2016,6,1,5,30,0,14.343333
2016,6,1,6,0,0,15.209
2016,6,1,6,30,0,16.048334
2016,6,1,7,0,0,17.085667
2016,6,1,7,30,0,18.127333
2016,6,1,8,0,0,19.178
2016,6,1,8,30,0,19.964
2016,6,1,9,0,0,20.73
2016,6,1,9,30,0,21.250334
2016,6,1,10,0,0,21.875668
2016,6,1,10,30,0,22.094
2016,6,1,11,0,0,22.744
2016,6,1,11,30,0,23.173666
2016,6,1,12,0,0,23.793
2016,6,1,12,30,0,23.979
2016,6,1,13,0,0,24.395334
2016,6,1,13,30,0,24.488667
2016,6,1,14,0,0,25.031334
2016,6,1,14,30,0,25.093
2016,6,1,15,0,0,25.187666
2016,6,1,15,30,0,23.953333
2016,6,1,16,0,0,24.51
2016,6,1,16,30,0,25.215334
2016,6,1,17,0,0,24.392334
2016,6,1,17,30,0,23.462334
2016,6,1,18,0,0,23.517
2016,6,1,18,30,0,23.531
2016,6,1,19,0,0,23.52
2016,6,1,19,30,0,23.053667
2016,6,1,20,0,0,22.644667
2016,6,1,20,30,0,22.274
2016,6,1,21,0,0,21.654333
2016,6,1,21,30,0,20.966
2016,6,1,22,0,0,20.369667
2016,6,1,22,30,0,20.115334
2016,6,1,23,0,0,19.430334
2016,6,1,23,30,0,18.480333
2016,6,2,0,0,0,18.149
2016,6,2,0,30,0,17.937334
2016,6,2,1,0,0,17.708334
2016,6,2,1,30,0,17.476667
2016,6,2,2,0,0,16.992666
2016,6,2,2,30,0,16.357334
2016,6,2,3,0,0,15.864
2016,6,2,3,30,0,15.682667
2016,6,2,4,0,0,15.326
2016,6,2,4,30,0,15.347333
2016,6,2,5,0,0,15.465667
2016,6,2,5,30,0,16.102333
2016,6,2,6,0,0,16.915667
2016,6,2,6,30,0,17.630667
2016,6,2,7,0,0,18.441334
2016,6,2,7,30,0,19.053333
2016,6,2,8,0,0,19.622667
2016,6,2,8,30,0,20.473667
2016,6,2,9,0,0,20.829334
2016,6,2,9,30,0,20.171333
2016,6,2,10,0,0,21.318333
2016,6,2,10,30,0,21.553333
2016,6,2,11,0,0,22.295
2016,6,2,11,30,0,21.128965
2016,6,2,12,0,0,22.212334
2016,6,2,12,30,0,22.204666
2016,6,2,13,0,0,22.609333
2016,6,2,13,30,0,23.513
2016,6,2,14,0,0,23.1168
2016,6,2,14,30,0,23.514334
2016,6,2,15,0,0,23.805
2016,6,2,15,30,0,24.173666
2016,6,2,16,0,0,23.862333
2016,6,2,16,30,0,24.211334
2016,6,2,17,0,0,23.511333
2016,6,2,17,30,0,23.803333
2016,6,2,18,0,0,23.550667
2016,6,2,18,30,0,23.578667
2016,6,2,19,0,0,23.374666
2016,6,2,19,30,0,22.870333
2016,6,2,20,0,0,22.244333
2016,6,2,20,30,0,21.658667
2016,6,2,21,0,0,20.76
2016,6,2,21,30,0,19.752666
2016,6,2,22,0,0,19.076334
2016,6,2,22,30,0,18.775667
2016,6,2,23,0,0,18.926
2016,6,2,23,30,0,18.806667
2016,6,3,0,0,0,18.379667
2016,6,3,0,30,0,18.457333
2016,6,3,1,0,0,18.291666
2016,6,3,1,30,0,18.357
2016,6,3,2,0,0,18.178333
2016,6,3,2,30,0,18.025667
2016,6,3,3,0,0,17.629
2016,6,3,3,30,0,17.461
2016,6,3,4,0,0,17.272667
2016,6,3,4,30,0,17.389668
2016,6,3,5,0,0,17.223
2016,6,3,5,30,0,17.088667
2016,6,3,6,0,0,17.877333
2016,6,3,6,30,0,19.012
2016,6,3,7,0,0,20.225334
2016,6,3,7,30,0,21.067
2016,6,3,8,0,0,21.668667
2016,6,3,8,30,0,22.179333
2016,6,3,9,0,0,22.396334
2016,6,3,9,30,0,22.701666
2016,6,3,10,0,0,22.913666
2016,6,3,10,30,0,23.376333
2016,6,3,11,0,0,23.580667
2016,6,3,11,30,0,23.522
2016,6,3,12,0,0,23.469
2016,6,3,12,30,0,23.316
2016,6,3,13,0,0,23.645666
2016,6,3,13,30,0,22.848333
2016,6,3,14,0,0,23.446207
2016,6,3,14,30,0,21.807333
2016,6,3,15,0,0,21.479666
2016,6,3,15,30,0,20.935667
2016,6,3,16,0,0,20.625334
2016,6,3,16,30,0,19.987
2016,6,3,17,0,0,19.215
2016,6,3,17,30,0,18.245667
2016,6,3,18,0,0,17.852
2016,6,3,18,30,0,17.501
2016,6,3,19,0,0,16.720667
2016,6,3,19,30,0,15.884
2016,6,3,20,0,0,15.023
2016,6,3,20,30,0,14.115334
2016,6,3,21,0,0,13.398666
2016,6,3,21,30,0,12.680667
2016,6,3,22,0,0,12.196667
2016,6,3,22,30,0,11.59
2016,6,3,23,0,0,10.791667
2016,6,3,23,30,0,10.252
2016,6,4,0,0,0,9.871
2016,6,4,0,30,0,9.431334
2016,6,4,1,0,0,8.827333
2016,6,4,1,30,0,8.466666
2016,6,4,2,0,0,7.951
2016,6,4,2,30,0,7.784
2016,6,4,3,0,0,7.5016665
2016,6,4,3,30,0,7.208667
2016,6,4,4,0,0,7.375
2016,6,4,4,30,0,7.7493334
2016,6,4,5,0,0,8.057667
2016,6,4,5,30,0,8.622666
2016,6,4,6,0,0,9.533667
2016,6,4,6,30,0,9.960667
2016,6,4,7,0,0,10.554
2016,6,4,7,30,0,10.971666
2016,6,4,8,0,0,11.243333
2016,6,4,8,30,0,11.502
2016,6,4,9,0,0,11.211667
2016,6,4,9,30,0,11.753667
2016,6,4,10,0,0,11.590667
2016,6,4,10,30,0,11.896334
2016,6,4,11,0,0,12.041333
2016,6,4,11,30,0,11.898
2016,6,4,12,0,0,11.998
2016,6,4,12,30,0,11.886333
2016,6,4,13,0,0,12.078
2016,6,4,13,30,0,12.330334
2016,6,4,14,0,0,11.878667
2016,6,4,14,30,0,12.027
2016,6,4,15,0,0,12.042
2016,6,4,15,30,0,11.633667
2016,6,4,16,0,0,11.422667
2016,6,4,16,30,0,11.535
2016,6,4,17,0,0,11.214666
2016,6,4,17,30,0,10.802667
2016,6,4,18,0,0,11.139667
2016,6,4,18,30,0,10.87
2016,6,4,19,0,0,10.388
2016,6,4,19,30,0,10.241667
2016,6,4,20,0,0,10.021334
2016,6,4,20,30,0,9.553667
2016,6,4,21,0,0,8.7456665
2016,6,4,21,30,0,8.270667
2016,6,4,22,0,0,7.9636664
2016,6,4,22,30,0,7.6293335
2016,6,4,23,0,0,7.812333
2016,6,4,23,30,0,7.502333
2016,6,5,0,0,0,7.280667
2016,6,5,0,30,0,7.217
2016,6,5,1,0,0,6.9153333
2016,6,5,1,30,0,6.642
2016,6,5,2,0,0,6.6813335
2016,6,5,2,30,0,6.6836667
2016,6,5,3,0,0,6.66
2016,6,5,3,30,0,6.4496665
2016,6,5,4,0,0,6.541
2016,6,5,4,30,0,6.5456667
2016,6,5,5,0,0,6.9983335
2016,6,5,5,30,0,7.5936666
2016,6,5,6,0,0,7.772333
2016,6,5,6,30,0,7.86
2016,6,5,7,0,0,8.097333
2016,6,5,7,30,0,7.938
2016,6,5,8,0,0,8.298667
2016,6,5,8,30,0,8.4036665
2016,6,5,9,0,0,8.253333
2016,6,5,9,30,0,8.621
2016,6,5,10,0,0,8.645
2016,6,5,10,30,0,7.990667
2016,6,5,11,0,0,9.6176
2016,6,5,11,30,0,6.876
2016,6,5,12,0,0,8.172334
2016,6,5,12,30,0,9.608666
2016,6,5,13,0,0,9.023334
2016,6,5,13,30,0,9.467334
2016,6,5,14,0,0,9.598
2016,6,5,14,30,0,9.767
2016,6,5,15,0,0,9.194667
2016,6,5,15,30,0,8.976
2016,6,5,16,0,0,8.826333
2016,6,5,16,30,0,8.79
2016,6,5,17,0,0,8.834
2016,6,5,17,30,0,8.821667
2016,6,5,18,0,0,8.696667
2016,6,5,18,30,0,8.453667
2016,6,5,19,0,0,8.568666
2016,6,5,19,30,0,8.014
2016,6,5,20,0,0,7.9323335
2016,6,5,20,30,0,7.6163335
2016,6,5,21,0,0,7.484667
2016,6,5,21,30,0,7.299
2016,6,5,22,0,0,7.1613336
2016,6,5,22,30,0,6.5773335
2016,6,5,23,0,0,6.219
2016,6,5,23,30,0,6.009
2016,6,6,0,0,0,5.3486667
2016,6,6,0,30,0,4.996
2016,6,6,1,0,0,4.572
2016,6,6,1,30,0,4.3003335
2016,6,6,2,0,0,4.030667
2016,6,6,2,30,0,3.6376667
2016,6,6,3,0,0,3.4056666
2016,6,6,3,30,0,3.3736668
2016,6,6,4,0,0,3.438
2016,6,6,4,30,0,3.8316667
2016,6,6,5,0,0,4.3993335
2016,6,6,5,30,0,5.177
2016,6,6,6,0,0,5.9913335
2016,6,6,6,30,0,6.9113336
2016,6,6,7,0,0,7.692333
2016,6,6,7,30,0,8.093667
2016,6,6,8,0,0,8.122334
2016,6,6,8,30,0,8.650666
2016,6,6,9,0,0,9.503333
2016,6,6,9,30,0,9.847333
2016,6,6,10,0,0,9.329
2016,6,6,10,30,0,9.477667
2016,6,6,11,0,0,10.089
2016,6,6,11,30,0,10.412666
2016,6,6,12,0,0,10.913
2016,6,6,12,30,0,11.283
2016,6,6,13,0,0,11.142333
2016,6,6,13,30,0,11.7108
2016,6,6,14,0,0,11.751667
2016,6,6,14,30,0,11.967
2016,6,6,15,0,0,11.989333
2016,6,6,15,30,0,12.7213335
2016,6,6,16,0,0,13.123
2016,6,6,16,30,0,13.004666
2016,6,6,17,0,0,13.179
2016,6,6,17,30,0,13.450666
2016,6,6,18,0,0,13.273666
2016,6,6,18,30,0,13.461333
2016,6,6,19,0,0,13.280666
2016,6,6,19,30,0,12.83
2016,6,6,20,0,0,12.58
2016,6,6,20,30,0,12.349
2016,6,6,21,0,0,12.130333
2016,6,6,21,30,0,11.189667
2016,6,6,22,0,0,10.524333
2016,6,6,22,30,0,9.831
2016,6,6,23,0,0,9.219
2016,6,6,23,30,0,8.772333
2016,6,7,0,0,0,8.12
2016,6,7,0,30,0,7.8023334
2016,6,7,1,0,0,7.488
2016,6,7,1,30,0,6.7883334
2016,6,7,2,0,0,6.4826665
2016,6,7,2,30,0,6.0666666
2016,6,7,3,0,0,5.7986665
2016,6,7,3,30,0,6.015
2016,6,7,4,0,0,6.1443334
2016,6,7,4,30,0,6.7136664
2016,6,7,5,0,0,7.708
2016,6,7,5,30,0,8.700334
2016,6,7,6,0,0,9.654333
2016,6,7,6,30,0,10.574
2016,6,7,7,0,0,11.323667
2016,6,7,7,30,0,12.092667
2016,6,7,8,0,0,12.784667
2016,6,7,8,30,0,13.622334
2016,6,7,9,0,0,14.255
2016,6,7,9,30,0,14.996333
2016,6,7,10,0,0,15.7456665
2016,6,7,10,30,0,16.459333
2016,6,7,11,0,0,17.185667
2016,6,7,11,30,0,17.797
2016,6,7,12,0,0,17.991333
2016,6,7,12,30,0,18.421667
2016,6,7,13,0,0,18.063
2016,6,7,13,30,0,17.476
2016,6,7,14,0,0,18.308332
2016,6,7,14,30,0,18.826666
2016,6,7,15,0,0,18.932333
2016,6,7,15,30,0,19.431
2016,6,7,16,0,0,19.422
2016,6,7,16,30,0,19.413
2016,6,7,17,0,0,19.7
2016,6,7,17,30,0,19.432
2016,6,7,18,0,0,19.463
2016,6,7,18,30,0,19.716
2016,6,7,19,0,0,19.014
2016,6,7,19,30,0,18.039667
2016,6,7,20,0,0,17.385334
2016,6,7,20,30,0,16.891666
2016,6,7,21,0,0,16.353
2016,6,7,21,30,0,15.660666
2016,6,7,22,0,0,14.995334
2016,6,7,22,30,0,14.458667
2016,6,7,23,0,0,13.858
2016,6,7,23,30,0,13.374333
2016,6,8,0,0,0,13.439667
2016,6,8,0,30,0,13.566334
2016,6,8,1,0,0,13.2873335
2016,6,8,1,30,0,13.142333
2016,6,8,2,0,0,12.007334
2016,6,8,2,30,0,11.477333
2016,6,8,3,0,0,10.441667
2016,6,8,3,30,0,10.291
2016,6,8,4,0,0,10.684667
2016,6,8,4,30,0,10.224667
2016,6,8,5,0,0,9.972667
2016,6,8,5,30,0,9.996333
2016,6,8,6,0,0,9.998
2016,6,8,6,30,0,10.053667
2016,6,8,7,0,0,9.811
2016,6,8,7,30,0,8.464
2016,6,8,8,0,0,7.4946666
2016,6,8,8,30,0,7.9473333
2016,6,8,9,0,0,7.74
2016,6,8,9,30,0,7.682
2016,6,8,10,0,0,8.572333
2016,6,8,10,30,0,9.689
2016,6,8,11,0,0,10.4713335
2016,6,8,11,30,0,11.027
2016,6,8,12,0,0,11.242333
2016,6,8,12,30,0,11.469334
2016,6,8,13,0,0,11.568
2016,6,8,13,30,0,11.498
2016,6,8,14,0,0,11.782333
2016,6,8,14,30,0,11.058
2016,6,8,15,0,0,10.374666
2016,6,8,15,30,0,10.096666
2016,6,8,16,0,0,9.786
2016,6,8,16,30,0,10.318666
2016,6,8,17,0,0,9.872666
2016,6,8,17,30,0,9.964334
2016,6,8,18,0,0,10.164333
2016,6,8,18,30,0,9.9713335
2016,6,8,19,0,0,9.082
2016,6,8,19,30,0,8.910666
2016,6,8,20,0,0,8.854667
2016,6,8,20,30,0,7.7103333
2016,6,8,21,0,0,6.208
2016,6,8,21,30,0,5.525
2016,6,8,22,0,0,4.983333
2016,6,8,22,30,0,4.688667
2016,6,8,23,0,0,4.6023335
2016,6,8,23,30,0,4.742
2016,6,9,0,0,0,4.815
2016,6,9,0,30,0,4.65
2016,6,9,1,0,0,4.5926666
2016,6,9,1,30,0,4.627
2016,6,9,2,0,0,4.6623335
2016,6,9,2,30,0,4.511
2016,6,9,3,0,0,4.557667
2016,6,9,3,30,0,4.575667
2016,6,9,4,0,0,3.979
2016,6,9,4,30,0,3.6533334
2016,6,9,5,0,0,3.8213334
2016,6,9,5,30,0,3.8283334
2016,6,9,6,0,0,4.08
2016,6,9,6,30,0,4.207667
2016,6,9,7,0,0,2.9556668
2016,6,9,7,30,0,3.7143333
2016,6,9,8,0,0,3.963
2016,6,9,8,30,0,4.037667
2016,6,9,9,0,0,4.575667
2016,6,9,9,30,0,4.8933334
2016,6,9,10,0,0,5.1883335
2016,6,9,10,30,0,5.127333
2016,6,9,11,0,0,5.6896667
2016,6,9,11,30,0,5.7096667
2016,6,9,12,0,0,5.3366666
2016,6,9,12,30,0,3.7856667
2016,6,9,13,0,0,5.3603334
2016,6,9,13,30,0,5.9483333
2016,6,9,14,0,0,5.503667
2016,6,9,14,30,0,5.4
2016,6,9,15,0,0,5.6846666
2016,6,9,15,30,0,5.227
2016,6,9,16,0,0,6.151
2016,6,9,16,30,0,6.2556667
2016,6,9,17,0,0,6.1813335
2016,6,9,17,30,0,5.199
2016,6,9,18,0,0,5.114333
2016,6,9,18,30,0,5.0216665
2016,6,9,19,0,0,4.9813333
2016,6,9,19,30,0,4.787
2016,6,9,20,0,0,4.3283334
2016,6,9,20,30,0,4.0726666
2016,6,9,21,0,0,3.4466667
2016,6,9,21,30,0,3.33
2016,6,9,22,0,0,3.264
2016,6,9,22,30,0,3.1803334
2016,6,9,23,0,0,3.183
2016,6,9,23,30,0,3.1513333
2016,6,10,0,0,0,3.0973334
2016,6,10,0,30,0,2.9683332
2016,6,10,1,0,0,2.7893333
2016,6,10,1,30,0,2.7143333
2016,6,10,2,0,0,2.77
2016,6,10,2,30,0,2.7873333
2016,6,10,3,0,0,2.8086667
2016,6,10,3,30,0,2.799
2016,6,10,4,0,0,2.8796666
2016,6,10,4,30,0,2.957
2016,6,10,5,0,0,3.1346667
2016,6,10,5,30,0,3.418
2016,6,10,6,0,0,3.526
2016,6,10,6,30,0,3.6836667
2016,6,10,7,0,0,3.8813334
2016,6,10,7,30,0,4.176
2016,6,10,8,0,0,4.7303333
2016,6,10,8,30,0,5.016667
2016,6,10,9,0,0,4.8463335
2016,6,10,9,30,0,5.995333
2016,6,10,10,0,0,6.966
2016,6,10,10,30,0,6.733333
2016,6,10,11,0,0,7.15
2016,6,10,11,30,0,7.5786667
2016,6,10,12,0,0,8.473333
2016,6,10,12,30,0,8.884583
2016,6,10,13,0,0,9.127666
2016,6,10,13,30,0,9.286
2016,6,10,14,0,0,9.015333
2016,6,10,14,30,0,9.347
2016,6,10,15,0,0,9.649
2016,6,10,15,30,0,9.802
2016,6,10,16,0,0,10.0546665
2016,6,10,16,30,0,10.038333
2016,6,10,17,0,0,9.974334
2016,6,10,17,30,0,10.3116665
2016,6,10,18,0,0,10.314333
2016,6,10,18,30,0,10.460333
2016,6,10,19,0,0,9.744667
2016,6,10,19,30,0,10.047334
2016,6,10,20,0,0,9.697333
2016,6,10,20,30,0,9.316667
2016,6,10,21,0,0,8.767667
2016,6,10,21,30,0,8.038667
2016,6,10,22,0,0,7.6313334
2016,6,10,22,30,0,7.727
2016,6,10,23,0,0,7.3613334
2016,6,10,23,30,0,7.0226665
2016,6,11,0,0,0,7.0086665
2016,6,11,0,30,0,6.979
2016,6,11,1,0,0,6.6313334
2016,6,11,1,30,0,6.6766667
2016,6,11,2,0,0,6.3576665
2016,6,11,2,30,0,6.2356668
2016,6,11,3,0,0,6.160333
2016,6,11,3,30,0,6.1216664
2016,6,11,4,0,0,6.2466664
2016,6,11,4,30,0,6.3846664
2016,6,11,5,0,0,6.5536666
2016,6,11,5,30,0,6.778
2016,6,11,6,0,0,7.1443334
2016,6,11,6,30,0,7.386667
2016,6,11,7,0,0,7.5693336
2016,6,11,7,30,0,7.843
2016,6,11,8,0,0,8.173333
2016,6,11,8,30,0,7.769
2016,6,11,9,0,0,7.792
2016,6,11,9,30,0,8.119
2016,6,11,10,0,0,8.463
2016,6,11,10,30,0,8.248333
2016,6,11,11,0,0,8.816334
2016,6,11,11,30,0,8.5876
2016,6,11,12,0,0,8.724
2016,6,11,12,30,0,9.371333
2016,6,11,13,0,0,10.7148
2016,6,11,13,30,0,9.638333
2016,6,11,14,0,0,10.083667
2016,6,11,14,30,0,10.969
2016,6,11,15,0,0,10.617333
2016,6,11,15,30,0,11.988667
2016,6,11,16,0,0,11.0963335
2016,6,11,16,30,0,11.26
2016,6,11,17,0,0,11.667
2016,6,11,17,30,0,11.178
2016,6,11,18,0,0,11.434334
2016,6,11,18,30,0,11.233
2016,6,11,19,0,0,10.599334
2016,6,11,19,30,0,10.844
2016,6,11,20,0,0,10.946667
2016,6,11,20,30,0,10.767
2016,6,11,21,0,0,10.010333
2016,6,11,21,30,0,9.074667
2016,6,11,22,0,0,8.288667
2016,6,11,22,30,0,7.685
2016,6,11,23,0,0,7.1146665
2016,6,11,23,30,0,6.799667
2016,6,12,0,0,0,6.438667
2016,6,12,0,30,0,6.277
2016,6,12,1,0,0,6.005
2016,6,12,1,30,0,5.786667
2016,6,12,2,0,0,5.237
2016,6,12,2,30,0,4.9276667
2016,6,12,3,0,0,4.915
2016,6,12,3,30,0,4.912667
2016,6,12,4,0,0,5.153333
2016,6,12,4,30,0,5.5526667
2016,6,12,5,0,0,6.183
2016,6,12,5,30,0,7.053
2016,6,12,6,0,0,8.057333
2016,6,12,6,30,0,8.736667
2016,6,12,7,0,0,9.292
2016,6,12,7,30,0,9.786667
2016,6,12,8,0,0,10.319
2016,6,12,8,30,0,10.871667
2016,6,12,9,0,0,11.256
2016,6,12,9,30,0,11.659333
2016,6,12,10,0,0,12.201667
2016,6,12,10,30,0,12.755333
2016,6,12,11,0,0,13.319667
2016,6,12,11,30,0,13.7288
2016,6,12,12,0,0,13.761
2016,6,12,12,30,0,14.117666
2016,6,12,13,0,0,14.519333
2016,6,12,13,30,0,14.586333
2016,6,12,14,0,0,14.539333
2016,6,12,14,30,0,14.743667
2016,6,12,15,0,0,14.997666
2016,6,12,15,30,0,15.113334
2016,6,12,16,0,0,14.710667
2016,6,12,16,30,0,15.461667
2016,6,12,17,0,0,14.422
2016,6,12,17,30,0,14.603
2016,6,12,18,0,0,14.641666
2016,6,12,18,30,0,14.265333
2016,6,12,19,0,0,13.761666
2016,6,12,19,30,0,13.132667
2016,6,12,20,0,0,12.844
2016,6,12,20,30,0,12.244667
2016,6,12,21,0,0,11.238667
2016,6,12,21,30,0,10.325334
2016,6,12,22,0,0,9.460333
2016,6,12,22,30,0,8.977333
2016,6,12,23,0,0,8.340667
2016,6,12,23,30,0,7.8846664
2016,6,13,0,0,0,7.4643335
2016,6,13,0,30,0,7.1436667
2016,6,13,1,0,0,6.5456667
2016,6,13,1,30,0,6.0663333
2016,6,13,2,0,0,5.903333
2016,6,13,2,30,0,5.867
2016,6,13,3,0,0,5.536
2016,6,13,3,30,0,5.3146667
2016,6,13,4,0,0,5.421
2016,6,13,4,30,0,5.7636666
2016,6,13,5,0,0,6.4003334
2016,6,13,5,30,0,7.142667
2016,6,13,6,0,0,8.056
2016,6,13,6,30,0,9.121333
2016,6,13,7,0,0,9.992666
2016,6,13,7,30,0,11.012
2016,6,13,8,0,0,11.888
2016,6,13,8,30,0,12.654667
2016,6,13,9,0,0,13.068666
2016,6,13,9,30,0,13.556666
2016,6,13,10,0,0,13.900666
2016,6,13,10,30,0,14.334666
2016,6,13,11,0,0,14.443666
2016,6,13,11,30,0,14.956
2016,6,13,12,0,0,15.410666
2016,6,13,12,30,0,15.828667
2016,6,13,13,0,0,16.410334
2016,6,13,13,30,0,16.212
2016,6,13,14,0,0,16.649
2016,6,13,14,30,0,16.758
2016,6,13,15,0,0,16.735
2016,6,13,15,30,0,17.121334
2016,6,13,16,0,0,17.364334
2016,6,13,16,30,0,17.088333
2016,6,13,17,0,0,16.73
2016,6,13,17,30,0,16.696
2016,6,13,18,0,0,17.190666
2016,6,13,18,30,0,17.085333
2016,6,13,19,0,0,16.754333
2016,6,13,19,30,0,16.753
2016,6,13,20,0,0,15.608
2016,6,13,20,30,0,14.584333
2016,6,13,21,0,0,13.663333
2016,6,13,21,30,0,12.821333
2016,6,13,22,0,0,11.98
2016,6,13,22,30,0,11.348333
2016,6,13,23,0,0,10.656333
2016,6,13,23,30,0,10.048333
2016,6,14,0,0,0,9.649667
2016,6,14,0,30,0,9.377666
2016,6,14,1,0,0,8.745334
2016,6,14,1,30,0,8.166333
2016,6,14,2,0,0,7.862
2016,6,14,2,30,0,7.5356665
2016,6,14,3,0,0,7.244
2016,6,14,3,30,0,7.087
2016,6,14,4,0,0,6.982333
2016,6,14,4,30,0,7.2826667
2016,6,14,5,0,0,7.9696665
2016,6,14,5,30,0,8.579
2016,6,14,6,0,0,8.906
2016,6,14,6,30,0,9.821333
2016,6,14,7,0,0,10.603
2016,6,14,7,30,0,12.061
2016,6,14,8,0,0,13.117666
2016,6,14,8,30,0,13.520333
2016,6,14,9,0,0,14.746667
2016,6,14,9,30,0,15.580667
2016,6,14,10,0,0,16.205667
2016,6,14,10,30,0,16.508333
2016,6,14,11,0,0,16.737
2016,6,14,11,30,0,17.036
2016,6,14,12,0,0,17.224333
2016,6,14,12,30,0,17.113
2016,6,14,13,0,0,16.562334
2016,6,14,13,30,0,16.979334
2016,6,14,14,0,0,16.786667
2016,6,14,14,30,0,17.073334
2016,6,14,15,0,0,16.523
2016,6,14,15,30,0,16.799
2016,6,14,16,0,0,17.437334
2016,6,14,16,30,0,17.255667
2016,6,14,17,0,0,17.318666
2016,6,14,17,30,0,17.650667
2016,6,14,18,0,0,17.941334
2016,6,14,18,30,0,17.141333
2016,6,14,19,0,0,17.145666
2016,6,14,19,30,0,16.437334
2016,6,14,20,0,0,16.058666
2016,6,14,20,30,0,15.488667
2016,6,14,21,0,0,14.849667
2016,6,14,21,30,0,14.4366665
2016,6,14,22,0,0,13.217667
2016,6,14,22,30,0,12.836667
2016,6,14,23,0,0,12.422667
2016,6,14,23,30,0,12.427333
2016,6,15,0,0,0,12.344
2016,6,15,0,30,0,11.934
2016,6,15,1,0,0,11.571333
2016,6,15,1,30,0,11.402
2016,6,15,2,0,0,11.931334
2016,6,15,2,30,0,10.265357
2016,6,15,3,0,0,10.436
2016,6,15,3,30,0,11.848666
2016,6,15,4,0,0,11.789667
2016,6,15,4,30,0,12.588
2016,6,15,5,0,0,12.807333
2016,6,15,5,30,0,12.842667
2016,6,15,6,0,0,13.192
2016,6,15,6,30,0,13.641
2016,6,15,7,0,0,14.839334
2016,6,15,7,30,0,15.7213335
2016,6,15,8,0,0,16.581
2016,6,15,8,30,0,17.653667
2016,6,15,9,0,0,18.163666
2016,6,15,9,30,0,18.794666
2016,6,15,10,0,0,19.328
2016,6,15,10,30,0,19.758333
2016,6,15,11,0,0,19.634333
2016,6,15,11,30,0,19.933666
2016,6,15,12,0,0,21.009333
2016,6,15,12,30,0,21.247
2016,6,15,13,0,0,21.352
2016,6,15,13,30,0,21.586666
2016,6,15,14,0,0,21.556
2016,6,15,14,30,0,21.416334
2016,6,15,15,0,0,20.891333
2016,6,15,15,30,0,21.237667
2016,6,15,16,0,0,20.941334
2016,6,15,16,30,0,21.422667
2016,6,15,17,0,0,21.352333
2016,6,15,17,30,0,21.510334
2016,6,15,18,0,0,21.512667
2016,6,15,18,30,0,21.281334
2016,6,15,19,0,0,20.880333
2016,6,15,19,30,0,20.597
2016,6,15,20,0,0,20.068
2016,6,15,20,30,0,19.154
2016,6,15,21,0,0,18.573668
2016,6,15,21,30,0,17.838
2016,6,15,22,0,0,16.98
2016,6,15,22,30,0,15.991
2016,6,15,23,0,0,15.922667
2016,6,15,23,30,0,15.532
2016,6,16,0,0,0,15.117666
2016,6,16,0,30,0,15.011666
2016,6,16,1,0,0,14.799666
2016,6,16,1,30,0,14.608
2016,6,16,2,0,0,14.419333
2016,6,16,2,30,0,14.289
2016,6,16,3,0,0,14.139334
2016,6,16,3,30,0,13.999666
2016,6,16,4,0,0,13.418667
2016,6,16,4,30,0,12.215
2016,6,16,5,0,0,11.348666
2016,6,16,5,30,0,11.228333
2016,6,16,6,0,0,11.108
2016,6,16,6,30,0,10.856334
2016,6,16,7,0,0,10.899
2016,6,16,7,30,0,10.993667
2016,6,16,8,0,0,11.147
2016,6,16,8,30,0,11.368667
2016,6,16,9,0,0,11.595333
2016,6,16,9,30,0,12.047667
2016,6,16,10,0,0,12.489
2016,6,16,10,30,0,13.242
2016,6,16,11,0,0,13.573
2016,6,16,11,30,0,13.395333
2016,6,16,12,0,0,13.105667
2016,6,16,12,30,0,13.244
2016,6,16,13,0,0,13.556334
2016,6,16,13,30,0,14.221666
2016,6,16,14,0,0,14.982
2016,6,16,14,30,0,15.312333
2016,6,16,15,0,0,15.914
2016,6,16,15,30,0,16.137
2016,6,16,16,0,0,16.074333
2016,6,16,16,30,0,15.86
2016,6,16,17,0,0,15.676
2016,6,16,17,30,0,15.545
2016,6,16,18,0,0,15.549666
2016,6,16,18,30,0,15.659667
2016,6,16,19,0,0,15.766334
2016,6,16,19,30,0,15.676666
2016,6,16,20,0,0,15.598666
2016,6,16,20,30,0,15.5303335
2016,6,16,21,0,0,15.523334
2016,6,16,21,30,0,15.543667
2016,6,16,22,0,0,15.552667
2016,6,16,22,30,0,15.548667
2016,6,16,23,0,0,15.563666
2016,6,16,23,30,0,15.525
2016,6,17,0,0,0,15.461667
2016,6,17,0,30,0,15.409
2016,6,17,1,0,0,15.377
2016,6,17,1,30,0,15.013667
2016,6,17,2,0,0,14.548333
2016,6,17,2,30,0,14.142
2016,6,17,3,0,0,13.601334
2016,6,17,3,30,0,13.329333
2016,6,17,4,0,0,13.291333
2016,6,17,4,30,0,13.214334
2016,6,17,5,0,0,13.024667
2016,6,17,5,30,0,12.343333
2016,6,17,6,0,0,12.120334
2016,6,17,6,30,0,12.289667
2016,6,17,7,0,0,12.802667
2016,6,17,7,30,0,13.71
2016,6,17,8,0,0,13.334
2016,6,17,8,30,0,13.650666
